200 1500 5 20
3 10 25 177 181 
1 22 51 82 122 
10 21 22 24 192 
13 20 25 169 190 
17 20 24 51 182 
5 8 23 30 37 
4 20 25 36 54 
2 21 23 132 195 
4 14 53 61 175 
20 22 134 186 192 
15 21 23 60 160 
11 21 23 81 98 
7 21 25 34 150 
7 23 25 113 144 
10 15 22 24 30 
15 21 25 104 199 
3 18 23 81 118 
8 21 22 38 188 
9 17 24 35 81 
1 15 21 24 25 
1 13 25 79 199 
2 21 24 132 179 
16 17 23 25 190 
8 17 139 177 181 
4 13 23 24 108 
7 18 22 24 25 
7 30 67 145 175 
1 16 37 71 138 
16 25 96 114 125 
4 21 25 53 68 
3 21 33 126 164 
11 13 21 23 121 
2 3 36 127 170 
12 22 25 42 194 
9 14 22 23 51 
5 23 25 50 115 
13 24 25 95 145 
19 23 27 50 188 
9 21 23 41 177 
2 23 96 128 174 
19 23 121 136 172 
6 17 25 69 122 
5 24 25 28 54 
12 22 99 122 134 
2 19 22 23 84 
8 14 24 62 161 
6 22 24 108 136 
1 77 102 161 193 
3 21 25 45 105 
20 21 53 85 160 
3 21 23 118 197 
6 7 24 25 38 
9 21 25 176 178 
7 24 147 185 187 
7 23 33 132 193 
1 14 23 150 198 
16 23 50 58 83 
1 9 23 24 52 
9 14 21 23 24 
10 11 22 24 25 
2 24 31 90 194 
6 22 24 29 175 
8 23 101 176 187 
7 10 21 22 187 
18 21 55 80 133 
19 22 25 78 160 
7 21 41 71 94 
1 22 27 45 155 
13 21 22 26 77 
17 21 30 72 117 
15 21 23 119 140 
7 19 29 106 134 
11 21 22 59 119 
4 23 24 141 188 
17 23 87 122 189 
4 23 93 124 133 
16 21 22 25 180 
9 17 24 25 53 
1 11 21 55 71 
7 23 24 108 147 
8 20 21 23 154 
7 25 82 122 162 
20 24 143 148 192 
1 6 25 104 190 
4 16 21 23 106 
6 16 22 23 63 
6 8 70 96 180 
1 12 44 151 178 
4 22 25 143 167 
19 53 67 71 83 
14 17 127 181 190 
4 22 23 42 58 
13 15 21 86 87 
14 21 84 119 136 
9 24 26 53 120 
8 10 121 156 162 
3 11 21 23 50 
15 22 132 172 191 
3 4 25 63 146 
14 22 24 49 188 
14 25 26 73 109 
13 22 45 53 77 
9 21 56 143 169 
11 20 63 70 165 
5 6 23 24 51 
2 25 51 103 158 
11 19 25 96 110 
6 20 23 100 162 
11 13 24 49 93 
7 23 105 138 152 
15 21 22 24 191 
11 12 23 86 152 
3 21 24 39 51 
14 18 33 99 160 
3 6 22 173 177 
2 6 22 23 25 
7 12 24 127 142 
5 8 21 22 104 
6 16 42 72 124 
12 22 23 59 188 
6 20 21 38 163 
13 22 23 25 135 
4 21 23 85 170 
4 6 21 63 199 
13 20 24 117 145 
8 12 24 74 164 
5 10 30 143 178 
1 20 48 55 126 
10 13 22 23 126 
2 13 22 24 97 
13 21 24 53 106 
10 49 80 83 188 
4 25 33 47 63 
20 24 84 115 134 
14 21 22 106 164 
5 21 22 155 173 
3 6 21 24 79 
3 4 23 151 163 
16 22 24 25 174 
8 19 21 22 68 
8 18 23 26 140 
3 18 25 35 124 
5 66 79 102 109 
1 23 33 130 169 
10 12 23 84 120 
14 21 25 112 156 
10 132 155 182 193 
12 20 22 74 150 
4 9 22 24 26 
16 21 22 23 122 
2 7 73 110 127 
2 19 24 35 127 
11 23 25 164 167 
4 12 46 173 200 
10 21 22 24 55 
5 19 21 157 190 
13 23 80 83 148 
18 24 45 63 145 
7 13 25 120 200 
7 25 85 135 153 
14 19 25 107 110 
4 21 22 111 121 
12 16 24 79 130 
8 24 67 96 187 
13 20 92 146 171 
16 20 78 170 184 
2 10 23 25 183 
2 12 25 182 192 
2 12 23 27 106 
15 23 25 37 46 
7 24 127 143 176 
13 19 75 108 170 
8 9 53 65 110 
17 21 25 58 184 
7 20 33 84 163 
11 21 22 23 97 
4 22 23 46 120 
3 9 23 25 82 
13 46 131 145 183 
10 21 22 24 46 
10 96 129 134 176 
16 25 124 129 142 
12 18 25 45 147 
1 25 83 133 152 
6 13 22 185 200 
5 9 22 25 38 
5 16 26 134 194 
3 19 25 76 119 
12 18 23 24 192 
10 22 25 58 196 
14 15 21 59 184 
11 23 120 123 132 
5 21 81 105 117 
4 9 21 24 136 
12 20 25 80 184 
9 25 138 173 192 
11 16 64 82 97 
2 7 21 24 99 
1 23 95 116 150 
19 21 104 129 182 
12 18 24 83 146 
4 21 23 70 140 
14 16 21 166 175 
20 22 24 39 42 
8 20 25 55 113 
1 88 99 134 195 
7 13 23 91 162 
2 17 24 126 176 
19 21 101 127 146 
13 16 22 34 73 
1 4 21 22 192 
2 21 25 32 136 
8 10 21 23 197 
13 21 23 59 183 
2 22 134 146 199 
12 18 23 25 43 
8 11 21 139 147 
8 22 25 31 92 
3 15 22 25 97 
13 18 74 125 126 
6 13 22 24 47 
4 10 24 175 192 
1 11 65 100 149 
16 22 103 120 179 
4 22 25 107 121 
2 22 25 148 180 
12 13 54 149 169 
8 13 22 107 171 
12 16 21 23 45 
